dataset,session_id,model_split,combo_name,feature_set_combo,turn_idx,speaker,start_frame,end_frame,turn_len,session_aligned_len,modality_order_json,modalities_json
noxij,112,train_internal,audio_w2vbert2__text_xlm_roberta__visual_videomae,audio_w2vbert2+text_xlm_roberta+visual_videomae,26,both,14638,15388,750,17025,"[""audio_w2vbert2"", ""text_xlm_roberta"", ""visual_videomae""]","{""audio_w2vbert2"": {""expert_aligned_len"": 17025, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/112/expert.audio_w2vbert2.raw.npz"", ""feature_set"": ""audio_w2vbert2"", ""n_features_per_role"": 1024, ""novice_aligned_len"": 17025, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/112/novice.audio_w2vbert2.raw.npz"", ""session_aligned_len"": 17025, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""text_xlm_roberta"": {""expert_aligned_len"": 17025, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/112/expert.text_xlm_roberta.raw.npz"", ""feature_set"": ""text_xlm_roberta"", ""n_features_per_role"": 768, ""novice_aligned_len"": 17025, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/112/novice.text_xlm_roberta.raw.npz"", ""session_aligned_len"": 17025, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""visual_videomae"": {""expert_aligned_len"": 17039, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/112/expert.visual_videomae.raw.npz"", ""feature_set"": ""visual_videomae"", ""n_features_per_role"": 1408, ""novice_aligned_len"": 17039, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/112/novice.visual_videomae.raw.npz"", ""session_aligned_len"": 17039, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}}"
noxij,112,train_internal,audio_w2vbert2__text_xlm_roberta__visual_videomae,audio_w2vbert2+text_xlm_roberta+visual_videomae,27,both,15201,15951,750,17025,"[""audio_w2vbert2"", ""text_xlm_roberta"", ""visual_videomae""]","{""audio_w2vbert2"": {""expert_aligned_len"": 17025, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/112/expert.audio_w2vbert2.raw.npz"", ""feature_set"": ""audio_w2vbert2"", ""n_features_per_role"": 1024, ""novice_aligned_len"": 17025, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/112/novice.audio_w2vbert2.raw.npz"", ""session_aligned_len"": 17025, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""text_xlm_roberta"": {""expert_aligned_len"": 17025, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/112/expert.text_xlm_roberta.raw.npz"", ""feature_set"": ""text_xlm_roberta"", ""n_features_per_role"": 768, ""novice_aligned_len"": 17025, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/112/novice.text_xlm_roberta.raw.npz"", ""session_aligned_len"": 17025, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""visual_videomae"": {""expert_aligned_len"": 17039, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/112/expert.visual_videomae.raw.npz"", ""feature_set"": ""visual_videomae"", ""n_features_per_role"": 1408, ""novice_aligned_len"": 17039, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/112/novice.visual_videomae.raw.npz"", ""session_aligned_len"": 17039, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}}"
noxij,112,train_internal,audio_w2vbert2__text_xlm_roberta__visual_videomae,audio_w2vbert2+text_xlm_roberta+visual_videomae,28,both,15764,16514,750,17025,"[""audio_w2vbert2"", ""text_xlm_roberta"", ""visual_videomae""]","{""audio_w2vbert2"": {""expert_aligned_len"": 17025, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/112/expert.audio_w2vbert2.raw.npz"", ""feature_set"": ""audio_w2vbert2"", ""n_features_per_role"": 1024, ""novice_aligned_len"": 17025, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/112/novice.audio_w2vbert2.raw.npz"", ""session_aligned_len"": 17025, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""text_xlm_roberta"": {""expert_aligned_len"": 17025, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/112/expert.text_xlm_roberta.raw.npz"", ""feature_set"": ""text_xlm_roberta"", ""n_features_per_role"": 768, ""novice_aligned_len"": 17025, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/112/novice.text_xlm_roberta.raw.npz"", ""session_aligned_len"": 17025, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""visual_videomae"": {""expert_aligned_len"": 17039, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/112/expert.visual_videomae.raw.npz"", ""feature_set"": ""visual_videomae"", ""n_features_per_role"": 1408, ""novice_aligned_len"": 17039, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/112/novice.visual_videomae.raw.npz"", ""session_aligned_len"": 17039, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}}"
noxij,112,train_internal,audio_w2vbert2__text_xlm_roberta__visual_videomae,audio_w2vbert2+text_xlm_roberta+visual_videomae,29,both,16275,17025,750,17025,"[""audio_w2vbert2"", ""text_xlm_roberta"", ""visual_videomae""]","{""audio_w2vbert2"": {""expert_aligned_len"": 17025, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/112/expert.audio_w2vbert2.raw.npz"", ""feature_set"": ""audio_w2vbert2"", ""n_features_per_role"": 1024, ""novice_aligned_len"": 17025, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/112/novice.audio_w2vbert2.raw.npz"", ""session_aligned_len"": 17025, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""text_xlm_roberta"": {""expert_aligned_len"": 17025, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/112/expert.text_xlm_roberta.raw.npz"", ""feature_set"": ""text_xlm_roberta"", ""n_features_per_role"": 768, ""novice_aligned_len"": 17025, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/112/novice.text_xlm_roberta.raw.npz"", ""session_aligned_len"": 17025, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""visual_videomae"": {""expert_aligned_len"": 17039, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/112/expert.visual_videomae.raw.npz"", ""feature_set"": ""visual_videomae"", ""n_features_per_role"": 1408, ""novice_aligned_len"": 17039, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/112/novice.visual_videomae.raw.npz"", ""session_aligned_len"": 17039, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}}"
noxij,113,train_internal,audio_w2vbert2__text_xlm_roberta__visual_videomae,audio_w2vbert2+text_xlm_roberta+visual_videomae,0,both,0,750,750,16175,"[""audio_w2vbert2"", ""text_xlm_roberta"", ""visual_videomae""]","{""audio_w2vbert2"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/expert.audio_w2vbert2.raw.npz"", ""feature_set"": ""audio_w2vbert2"", ""n_features_per_role"": 1024, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/novice.audio_w2vbert2.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""text_xlm_roberta"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/expert.text_xlm_roberta.raw.npz"", ""feature_set"": ""text_xlm_roberta"", ""n_features_per_role"": 768, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/novice.text_xlm_roberta.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""visual_videomae"": {""expert_aligned_len"": 16197, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/expert.visual_videomae.raw.npz"", ""feature_set"": ""visual_videomae"", ""n_features_per_role"": 1408, ""novice_aligned_len"": 16197, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/novice.visual_videomae.raw.npz"", ""session_aligned_len"": 16197, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}}"
noxij,113,train_internal,audio_w2vbert2__text_xlm_roberta__visual_videomae,audio_w2vbert2+text_xlm_roberta+visual_videomae,1,both,563,1313,750,16175,"[""audio_w2vbert2"", ""text_xlm_roberta"", ""visual_videomae""]","{""audio_w2vbert2"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/expert.audio_w2vbert2.raw.npz"", ""feature_set"": ""audio_w2vbert2"", ""n_features_per_role"": 1024, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/novice.audio_w2vbert2.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""text_xlm_roberta"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/expert.text_xlm_roberta.raw.npz"", ""feature_set"": ""text_xlm_roberta"", ""n_features_per_role"": 768, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/novice.text_xlm_roberta.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""visual_videomae"": {""expert_aligned_len"": 16197, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/expert.visual_videomae.raw.npz"", ""feature_set"": ""visual_videomae"", ""n_features_per_role"": 1408, ""novice_aligned_len"": 16197, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/novice.visual_videomae.raw.npz"", ""session_aligned_len"": 16197, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}}"
noxij,113,train_internal,audio_w2vbert2__text_xlm_roberta__visual_videomae,audio_w2vbert2+text_xlm_roberta+visual_videomae,2,both,1126,1876,750,16175,"[""audio_w2vbert2"", ""text_xlm_roberta"", ""visual_videomae""]","{""audio_w2vbert2"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/expert.audio_w2vbert2.raw.npz"", ""feature_set"": ""audio_w2vbert2"", ""n_features_per_role"": 1024, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/novice.audio_w2vbert2.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""text_xlm_roberta"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/expert.text_xlm_roberta.raw.npz"", ""feature_set"": ""text_xlm_roberta"", ""n_features_per_role"": 768, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/novice.text_xlm_roberta.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""visual_videomae"": {""expert_aligned_len"": 16197, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/expert.visual_videomae.raw.npz"", ""feature_set"": ""visual_videomae"", ""n_features_per_role"": 1408, ""novice_aligned_len"": 16197, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/novice.visual_videomae.raw.npz"", ""session_aligned_len"": 16197, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}}"
noxij,113,train_internal,audio_w2vbert2__text_xlm_roberta__visual_videomae,audio_w2vbert2+text_xlm_roberta+visual_videomae,3,both,1689,2439,750,16175,"[""audio_w2vbert2"", ""text_xlm_roberta"", ""visual_videomae""]","{""audio_w2vbert2"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/expert.audio_w2vbert2.raw.npz"", ""feature_set"": ""audio_w2vbert2"", ""n_features_per_role"": 1024, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/novice.audio_w2vbert2.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""text_xlm_roberta"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/expert.text_xlm_roberta.raw.npz"", ""feature_set"": ""text_xlm_roberta"", ""n_features_per_role"": 768, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/novice.text_xlm_roberta.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""visual_videomae"": {""expert_aligned_len"": 16197, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/expert.visual_videomae.raw.npz"", ""feature_set"": ""visual_videomae"", ""n_features_per_role"": 1408, ""novice_aligned_len"": 16197, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/novice.visual_videomae.raw.npz"", ""session_aligned_len"": 16197, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}}"
noxij,113,train_internal,audio_w2vbert2__text_xlm_roberta__visual_videomae,audio_w2vbert2+text_xlm_roberta+visual_videomae,4,both,2252,3002,750,16175,"[""audio_w2vbert2"", ""text_xlm_roberta"", ""visual_videomae""]","{""audio_w2vbert2"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/expert.audio_w2vbert2.raw.npz"", ""feature_set"": ""audio_w2vbert2"", ""n_features_per_role"": 1024, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/novice.audio_w2vbert2.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""text_xlm_roberta"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/expert.text_xlm_roberta.raw.npz"", ""feature_set"": ""text_xlm_roberta"", ""n_features_per_role"": 768, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/novice.text_xlm_roberta.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""visual_videomae"": {""expert_aligned_len"": 16197, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/expert.visual_videomae.raw.npz"", ""feature_set"": ""visual_videomae"", ""n_features_per_role"": 1408, ""novice_aligned_len"": 16197, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/novice.visual_videomae.raw.npz"", ""session_aligned_len"": 16197, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}}"
noxij,113,train_internal,audio_w2vbert2__text_xlm_roberta__visual_videomae,audio_w2vbert2+text_xlm_roberta+visual_videomae,5,both,2815,3565,750,16175,"[""audio_w2vbert2"", ""text_xlm_roberta"", ""visual_videomae""]","{""audio_w2vbert2"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/expert.audio_w2vbert2.raw.npz"", ""feature_set"": ""audio_w2vbert2"", ""n_features_per_role"": 1024, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/novice.audio_w2vbert2.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""text_xlm_roberta"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/expert.text_xlm_roberta.raw.npz"", ""feature_set"": ""text_xlm_roberta"", ""n_features_per_role"": 768, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/novice.text_xlm_roberta.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""visual_videomae"": {""expert_aligned_len"": 16197, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/expert.visual_videomae.raw.npz"", ""feature_set"": ""visual_videomae"", ""n_features_per_role"": 1408, ""novice_aligned_len"": 16197, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/novice.visual_videomae.raw.npz"", ""session_aligned_len"": 16197, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}}"
noxij,113,train_internal,audio_w2vbert2__text_xlm_roberta__visual_videomae,audio_w2vbert2+text_xlm_roberta+visual_videomae,6,both,3378,4128,750,16175,"[""audio_w2vbert2"", ""text_xlm_roberta"", ""visual_videomae""]","{""audio_w2vbert2"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/expert.audio_w2vbert2.raw.npz"", ""feature_set"": ""audio_w2vbert2"", ""n_features_per_role"": 1024, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/novice.audio_w2vbert2.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""text_xlm_roberta"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/expert.text_xlm_roberta.raw.npz"", ""feature_set"": ""text_xlm_roberta"", ""n_features_per_role"": 768, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/novice.text_xlm_roberta.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""visual_videomae"": {""expert_aligned_len"": 16197, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/expert.visual_videomae.raw.npz"", ""feature_set"": ""visual_videomae"", ""n_features_per_role"": 1408, ""novice_aligned_len"": 16197, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/novice.visual_videomae.raw.npz"", ""session_aligned_len"": 16197, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}}"
noxij,113,train_internal,audio_w2vbert2__text_xlm_roberta__visual_videomae,audio_w2vbert2+text_xlm_roberta+visual_videomae,7,both,3941,4691,750,16175,"[""audio_w2vbert2"", ""text_xlm_roberta"", ""visual_videomae""]","{""audio_w2vbert2"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/expert.audio_w2vbert2.raw.npz"", ""feature_set"": ""audio_w2vbert2"", ""n_features_per_role"": 1024, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/novice.audio_w2vbert2.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""text_xlm_roberta"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/expert.text_xlm_roberta.raw.npz"", ""feature_set"": ""text_xlm_roberta"", ""n_features_per_role"": 768, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/novice.text_xlm_roberta.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""visual_videomae"": {""expert_aligned_len"": 16197, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/expert.visual_videomae.raw.npz"", ""feature_set"": ""visual_videomae"", ""n_features_per_role"": 1408, ""novice_aligned_len"": 16197, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/novice.visual_videomae.raw.npz"", ""session_aligned_len"": 16197, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}}"
noxij,113,train_internal,audio_w2vbert2__text_xlm_roberta__visual_videomae,audio_w2vbert2+text_xlm_roberta+visual_videomae,8,both,4504,5254,750,16175,"[""audio_w2vbert2"", ""text_xlm_roberta"", ""visual_videomae""]","{""audio_w2vbert2"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/expert.audio_w2vbert2.raw.npz"", ""feature_set"": ""audio_w2vbert2"", ""n_features_per_role"": 1024, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/novice.audio_w2vbert2.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""text_xlm_roberta"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/expert.text_xlm_roberta.raw.npz"", ""feature_set"": ""text_xlm_roberta"", ""n_features_per_role"": 768, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/novice.text_xlm_roberta.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""visual_videomae"": {""expert_aligned_len"": 16197, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/expert.visual_videomae.raw.npz"", ""feature_set"": ""visual_videomae"", ""n_features_per_role"": 1408, ""novice_aligned_len"": 16197, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/novice.visual_videomae.raw.npz"", ""session_aligned_len"": 16197, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}}"
noxij,113,train_internal,audio_w2vbert2__text_xlm_roberta__visual_videomae,audio_w2vbert2+text_xlm_roberta+visual_videomae,9,both,5067,5817,750,16175,"[""audio_w2vbert2"", ""text_xlm_roberta"", ""visual_videomae""]","{""audio_w2vbert2"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/expert.audio_w2vbert2.raw.npz"", ""feature_set"": ""audio_w2vbert2"", ""n_features_per_role"": 1024, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/novice.audio_w2vbert2.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""text_xlm_roberta"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/expert.text_xlm_roberta.raw.npz"", ""feature_set"": ""text_xlm_roberta"", ""n_features_per_role"": 768, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/novice.text_xlm_roberta.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""visual_videomae"": {""expert_aligned_len"": 16197, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/expert.visual_videomae.raw.npz"", ""feature_set"": ""visual_videomae"", ""n_features_per_role"": 1408, ""novice_aligned_len"": 16197, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/novice.visual_videomae.raw.npz"", ""session_aligned_len"": 16197, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}}"
noxij,113,train_internal,audio_w2vbert2__text_xlm_roberta__visual_videomae,audio_w2vbert2+text_xlm_roberta+visual_videomae,10,both,5630,6380,750,16175,"[""audio_w2vbert2"", ""text_xlm_roberta"", ""visual_videomae""]","{""audio_w2vbert2"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/expert.audio_w2vbert2.raw.npz"", ""feature_set"": ""audio_w2vbert2"", ""n_features_per_role"": 1024, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/audio_w2vbert2/noxij/113/novice.audio_w2vbert2.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""text_xlm_roberta"": {""expert_aligned_len"": 16175, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/expert.text_xlm_roberta.raw.npz"", ""feature_set"": ""text_xlm_roberta"", ""n_features_per_role"": 768, ""novice_aligned_len"": 16175, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/text_xlm_roberta/noxij/113/novice.text_xlm_roberta.raw.npz"", ""session_aligned_len"": 16175, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}, ""visual_videomae"": {""expert_aligned_len"": 16197, ""expert_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/expert.visual_videomae.raw.npz"", ""feature_set"": ""visual_videomae"", ""n_features_per_role"": 1408, ""novice_aligned_len"": 16197, ""novice_tensor_relative_path"": ""MoE/noxi_j_data/processed/normalized/visual_videomae/noxij/113/novice.visual_videomae.raw.npz"", ""session_aligned_len"": 16197, ""transform_method"": ""raw"", ""transform_suffix"": ""raw""}}"
